Chromosome	Start.bp	End.bp	mu.major	mu.minor	n_probes	length	tau	sigma.minor	sigma.major
6	23291050	27708445	0.95	0.7	451	15082315	2.3270136999999997	0.001201214583556951	0.0071131812893851796
6	27708445	30573845	1.0	0.95	1635	57825213	1.3739274	0.01088126486433162	0.042382591094066224
6	30573845	34108911	0.95	0.050000000000000044	100	78333001	3.1334524999999998	0.0006049492798656878	0.013767523916556569
6	34108911	36484521	1.0	0.95	876	24697395	0.9758857999999999	0.003412342685397307	0.004431737516667081
6	36484521	47300552	1.0	1.0	4475	43425985	5.9768617	0.0006237259446791625	0.0008744480381494414
6	47300552	48448664	1.0	0.09999999999999998	3284	4713078	3.0739924	0.004935152631126808	0.015287225649765824
6	48448664	48735988	1.0	1.0	5155	90112850	4.2340723	0.002818044178561847	0.006624049808812268
6	48735988	48751017	3.0	1.0	579	34887972	1.9387339	6.708088840982283e-05	0.007501338001783168
6	48751017	49414466	1.0	1.0	618	84544331	4.8924848	0.002507146254044818	0.023480756115923894
6	49414466	50444914	1.95	1.0	2249	96161119	4.6177538	0.0013623882032724477	0.00812458183958711
6	50444914	52524812	1.0	1.0	3836	61699429	1.5692070999999999	0.011361265791699745	0.022434001316180053
6	52524812	53492554	1.0	0.0	4395	62676112	5.4865121	0.0015846541492495823	0.0024431491752257444
6	53492554	54981553	1.0	1.0	1983	85370989	2.4676008	0.013852746696505346	0.03533435899449914
6	54981553	57080390	1.0	0.0	1073	68397127	5.931838099999999	0.0020109944741762958	0.005619770661716574
6	57080390	57535102	1.0	1.0	4933	54609960	0.7660613	0.0015112295911448965	0.003251095867102436
6	57535102	58332520	1.0	0.95	2762	45017212	4.511762399999999	0.002084547562982317	0.003603510591116678
6	58332520	61546920	3.8499999999999996	0.95	3306	34845230	4.4885265	0.011862209952516793	0.03354230692494352
6	61546920	63411446	1.0	0.95	2369	24364175	5.8535784	0.00426679952535972	0.006191619974218729
6	63411446	66837322	1.0	1.0	5167	40125348	3.3709986	0.0038552962062080556	0.011220102650693665
6	66837322	67563634	1.0	0.0	805	20288460	1.4370931	0.0006223541079625913	0.0009981564277805545
6	67563634	78561576	1.0	1.0	98	19029653	1.2609276	0.0002933711511958324	0.014929539268622668
6	78561576	78950567	4.0	1.0	2355	5489093	0.7456387999999999	0.003183102862412814	0.009115938672617105
6	78950567	85579837	1.0	1.0	1698	53646714	0.38632649999999996	0.004386122583214476	0.02101460183164384
6	85579837	87099847	1.03	1.0	2871	49207199	3.3236641	0.0028827550618802204	0.013744624933340683
6	87099847	87640352	3.0	1.03	2936	26627814	4.783116	0.000608835950876439	0.003182074644788717
6	87640352	89542913	1.03	1.0	3492	21710003	2.6623125	0.0006415490566602601	0.0075939758026848745
6	89542913	91253666	1.0	1.0	998	76519345	0.2093633	0.0007954312363585485	0.005005353634807404
6	91253666	91585825	1.0	0.050000000000000044	3228	51924227	4.391394	0.011833209059349998	0.015456645846488759
6	91585825	91731116	1.0	1.0	5598	10782566	4.7420577	0.0031034268859804863	0.004886051565072091
6	91731116	94339126	1.05	1.0	4013	23448478	0.927623	0.017393416829648053	0.042557362596266204
6	94339126	97282907	1.0	1.0	283	21833712	2.7512045	0.012949562425350312	0.01310134339127631
6	97282907	99991350	1.09	1.0	3024	16311313	1.87729	0.004679525469975485	0.013336986691030317
6	99991350	101618351	1.0	1.0	5526	22369994	2.782711	0.011124163375215887	0.015068560578420858
6	101618351	102949284	1.0	0.0	1860	54086438	4.1130426	0.007508103671021731	0.012661445552661826
6	102949284	118337936	1.0	1.0	1261	33577111	2.0122424999999997	0.0016691394607620037	0.01624256232299073
6	118337936	118973550	1.95	1.0	772	64721629	5.8724150999999996	0.007751398569893381	0.020321065892886174
6	118973550	120073338	3.95	1.0	3412	3811823	1.9617863999999998	0.009884179621895969	0.012374871165169317
6	120073338	120392391	1.95	1.0	1228	76940263	3.8900105999999997	0.0034247427838820788	0.010079936324401507
6	120392391	120921095	2.55	1.0	775	10540174	2.4812415999999997	0.0083442612758231	0.015789366005392092
6	120921095	121159359	2.55	1.9	3081	17597996	5.8148637999999995	0.0016444803345365298	0.00895366918289481
6	121159359	121496331	2.55	1.85	2133	81807248	1.5016106	0.008680344721220798	0.02030024794526096
6	121496331	121641919	1.95	1.85	4892	38252454	3.4609316	0.012678484580783873	0.01911013855246601
6	121641919	123177576	1.95	0.95	1087	91492061	2.6874919	0.004277780459490011	0.007850240609601116
6	123177576	124928265	1.65	0.95	3598	35589473	2.6301647	0.0051625024241773124	0.006240859902032405
6	124928265	125676280	0.95	0.7	3304	85176404	5.8216373	0.0014064468786393843	0.0023263140407113916
6	125676280	130020239	1.0	0.7	5850	91358362	4.479951499999999	0.00026743345234384166	0.01900248947052068
6	130020239	132760023	0.7	0.0	2031	20149622	0.09410919999999999	0.01116816337143109	0.01252363930224921
6	132760023	133205079	1.0	0.0	2989	53419231	1.7751705	0.0004390180025878965	0.019364574681350364
6	133205079	152540174	1.0	1.0	5419	45607675	3.7224521	0.016734158861286916	0.02372787433455933
6	152540174	153340262	1.1	1.0	3167	61795127	1.9125972999999998	0.0010486682874725562	0.003531220221817154
6	153340262	155661569	1.07	1.0	389	93015688	2.3925033	0.0011326328176600867	0.001195386216844405
6	155661569	156190178	1.0	0.0	3491	5973401	2.9775044999999998	0.0002516448211939402	0.017842285455487827
6	156190178	156633459	1.07	1.0	2576	11380688	2.7407725	0.0017494060135104146	0.01629524071552548
6	156633459	157743357	1.1	1.0	3265	51440763	0.2397175	0.004281577608621194	0.02526074084788914
6	157743357	158466586	3.7	1.1	2993	38911647	2.9534708	0.0028191897080050007	0.009845970132850369
6	158466586	161135485	3.7	0.0	2880	29693778	4.4353354	0.008757369518083275	0.011963847161936615
6	161135485	162230197	3.75	0.0	2913	50178713	0.6839436999999999	0.0018337976427436654	0.0021610699071327117
6	162230197	162609466	3.7	0.0	1849	72484240	1.6300548	0.0026526292348611298	0.005616606366315763
6	162609466	163293905	3.7	0.0	4393	93945209	3.4112046	5.350044841124969e-05	0.03037832650327458
6	163293905	165261142	1.0	0.0	2562	977383	5.1913388	0.0015564303932996118	0.01074124075878475
6	165261142	165364115	1.0	1.0	698	89440745	0.4459897	0.0020310649887646773	0.0036057315264155384
6	165364115	165930641	1.0	0.0	4286	69057694	4.701575699999999	0.021436326915224357	0.02671624595463533
6	165930641	171115067	1.0	1.0	5704	49095196	1.8729634	0.005210626596213201	0.005421274229855917
7	1	1483230	1.0	0.0	4339	85926217	1.00637	0.005697432942544038	0.028699514367428982
7	1483230	2004462	1.1	0.0	2873	50637156	0.1774491	0.003490864146410296	0.009454765288012559
7	2004462	3977260	1.1	0.0	1979	74921693	3.1647648	0.01629250718447644	0.032247284902409586
7	3977260	5170512	0.0	0.0	3155	80652797	3.2541222	0.004290749425866193	0.012242651027467067
7	5170512	6347338	0.0	0.0	1893	50302470	4.1822624	0.0027288830103275948	0.013196524682725039
7	6347338	6678170	0.0	0.0	188	42668286	1.8788135	0.0033599521550208918	0.006113944418682625
7	6678170	6923151	0.0	0.0	1980	55879205	3.795381	0.002860707118646352	0.006661473643232824
7	6923151	9141197	0.0	0.0	4622	97410812	3.5119844	0.0010936482065880197	0.005456201355516002
7	9141197	14952985	1.0	0.0	1400	99638004	3.2309900999999996	0.007432991095736867	0.023440493946286233
7	14952985	16198595	1.0	0.0	2234	9417786	4.9837855	0.0010783082345109103	0.009517047698646175
7	16198595	19059829	1.0	0.0	4853	66122019	0.0788213	0.0023661259527605924	0.005686225418841717
7	19059829	23615260	1.0	0.0	2150	45758167	3.0717239	0.0054396638112164265	0.016501289096346686
7	23615260	35030898	1.0	0.0	3542	15508402	5.0464481999999995	0.01950035756002841	0.05729049939348043
7	35030898	37180085	0.0	0.0	133	9132333	0.3202633	0.0064294321321276965	0.009583225705707165
7	37180085	38328157	0.0	0.0	5420	36044966	4.2943818	0.009242378178151784	0.010570232385399184
7	38328157	38619448	0.0	0.0	5494	40394956	2.6394169	0.005643832364998353	0.007714685192750306
7	38619448	41932327	1.0	0.0	3443	12800701	5.443695	0.004260413959702075	0.0099559887280175
7	41932327	46998671	1.06	0.0	5465	83522102	1.2299304	0.0007352982796651474	0.01169706592670327
7	46998671	58806306	1.0	0.0	224	67107192	0.0914445	0.008167647001585794	0.009698815797972852
7	58806306	60459436	1.0	0.0	5681	19314055	4.4105859999999995	0.003993090331542907	0.02881873038942481
7	60459436	78280495	1.0	0.0	4132	12936559	0.8409139999999999	0.0004379274483633511	0.008296934610920889
7	78280495	82331816	0.0	0.0	1290	39223212	0.1055368	0.002140509320096871	0.00787297280786788
7	82331816	85380774	1.0	0.0	3453	98444109	5.8343495	0.0029245296620096263	0.0143641920346436
7	85380774	88564008	0.050000000000000044	0.0	1177	63972246	4.1059339999999995	0.003748914031280234	0.044059886164672185
7	88564008	104417133	1.0	0.0	3647	13179967	1.334053	0.00352476136118482	0.02122851096946951
7	104417133	105783802	1.0	0.0	4442	39818475	1.7982369	0.0025044920364691416	0.011206756205599064
7	105783802	128359922	1.0	0.0	3009	32334783	1.9657972	0.002440460629919774	0.01287560886974519
7	128359922	128586097	1.0	0.0	114	66009153	5.0853581	0.001292445361382914	0.004482634651798341
7	128586097	128943418	0.0	0.0	1431	41651958	1.4913045999999999	0.004779838579237891	0.011700045367323336
7	128943418	133226416	0.0	0.0	980	8225556	0.0492379	0.002195075377233314	0.002259263223416395
7	133226416	133313021	0.0	0.0	5192	72157354	5.6062609	0.0027485109209453946	0.005174470436744284
7	133313021	133505193	0.0	0.0	1835	601759	1.7405682	0.0012552938963432312	0.02004137012666952
7	133505193	133921749	2.3	0.0	980	49388273	1.4412151	0.005948967841806418	0.006381724685361182
7	133921749	134726439	1.3	0.0	2489	79470600	4.1719025	0.00028635428505311436	0.02159239578313475
7	134726439	137372183	1.0	0.0	2608	4618550	0.0905444	0.004255920099928775	0.022757131199480238
7	137372183	137415050	0.0	0.0	3767	18025183	0.7939413	0.0037787370927081522	0.02671580774060435
7	137415050	140139530	1.0	0.0	5093	28667209	4.201999499999999	0.006538595973318826	0.03514633871998355
7	140139530	142360500	1.12	0.0	4501	2530565	3.5094516	0.007731180805553401	0.010941578771613166
7	142360500	145125885	1.0	0.0	244	79476491	0.9362467	0.006202043911376398	0.006667109221635801
7	145125885	145400638	1.9	0.0	270	37889096	2.2051524	0.0034337970718266815	0.015265449648503791
7	145400638	145460199	1.9	0.0	1472	40249806	3.7934066	0.002029642114798357	0.03444971118785356
7	145460199	146953517	1.0	0.0	3908	16243097	3.6912141	0.0005190964566616073	0.003700105788659864
7	146953517	148202094	1.0	0.0	3120	60617265	4.210693099999999	0.008803047358094729	0.015271933966285787
7	148202094	150626321	0.0	0.0	5821	88628770	1.1080748	0.00649522945757444	0.010316048559241248
7	150626321	152528186	0.0	0.0	5328	60852585	5.4344997	0.010481500859416739	0.017432987028513095
7	152528186	152891807	2.0	0.0	820	83466316	3.7837593999999997	0.0019641942867798714	0.015278811279203719
7	152891807	155635927	1.0	0.0	1486	69952726	4.3424387	0.0014448514504357237	0.006047224711571313
7	155635927	155692232	0.0	0.0	2964	11684182	0.9424454	0.009386851034803249	0.017659100920321927
7	155692232	159138663	1.0	0.0	4047	82634904	0.3098255	0.0028368441567552223	0.0030436213891759617
8	1	17198316	1.0	1.0	5032	92498921	2.4383396	0.0019728586193725455	0.013232220329713638
8	17198316	17558454	1.0	0.95	4884	35901986	5.4866795999999995	0.00203516635290107	0.008851240350821389
8	17558454	31241479	1.0	1.0	408	39286124	4.2093115	0.0046523751150964335	0.011290108623737685
8	31241479	33195950	2.0	1.0	1392	2209034	4.4089089999999995	0.002020604199262361	0.005276148954514085
8	33195950	34136483	1.0	1.0	1001	79606768	4.6348258	0.003957685229776263	0.011405648043917731
8	34136483	34679762	3.0	1.0	3697	19570941	1.138167	0.0008354483847993235	0.014653851969026098
8	34679762	36054362	1.0	1.0	1244	27714786	3.603252	0.0002571253952209462	0.0018932827149531174
8	36054362	36609512	1.0	0.7	2220	99643716	2.8777421999999997	0.007814790773563588	0.039742401129972585
8	36609512	43495738	1.0	1.0	1896	7533534	0.2344028	0.004805045160929746	0.019396731864432814
8	43495738	45005818	1.0	0.0	3388	31657669	2.9641800999999997	0.0028437470553075235	0.007603378742402601
8	45005818	47976523	1.0	1.0	4898	47914315	2.5483314	0.0133676777874069	0.019646051361843397
8	47976523	49190185	1.0	0.95	1363	46188216	5.354571399999999	0.007167798162427062	0.022455311881040902
8	49190185	53693376	1.0	1.0	1541	7874292	3.1415328	0.0036787400380458076	0.005914898899379889
8	53693376	54711923	1.0	0.09999999999999998	3215	60411931	4.6317885	0.0007831824537965929	0.019591789088825272
8	54711923	55657686	1.0	1.0	1348	33032395	0.622109	0.006216135242844065	0.008684193855252702
8	55657686	56453673	1.0	0.0	313	15476187	5.974187199999999	0.0002564569975417659	0.002141145651821343
8	56453673	56703505	1.0	1.0	2989	80149238	5.8395152	0.0022048192088476534	0.034443689510086514
8	56703505	57546400	1.0	0.0	2257	25611146	1.7695798999999999	0.0016632727822543242	0.01655582076593684
8	57546400	64806090	1.0	1.0	1045	14055158	3.6669913	0.016815023909957316	0.021203878535928363
8	64806090	68596173	3.0	1.0	214	30325677	2.4399644	4.286383876572794e-05	0.0068188671701196225
8	68596173	69234084	1.0	1.0	2789	25316273	5.0178878	0.00015895045121904633	0.017961210727157586
8	69234084	69561083	1.9	1.0	977	88030246	1.4083142	0.0004258749851476979	0.021236509041673686
8	69561083	71446079	2.85	1.0	4957	46460585	5.226155599999999	0.009793739958386808	0.022842540927445247
8	71446079	73177103	1.95	1.0	3963	83321770	4.2208144999999995	7.835403675277572e-05	0.0016003395267223173
8	73177103	74380914	1.0	1.0	4367	14930291	1.7208198	0.0022073683675225327	0.012769380063952424
8	74380914	75855955	1.0	0.0	1682	21485026	0.7745717999999999	0.010436924756964745	0.012827768745460537
8	75855955	77750249	1.0	1.0	1069	55616971	1.7664058999999999	0.010783536603661747	0.01955890679684268
8	77750249	82623280	2.0	1.0	493	81939935	4.2379197	0.004573624663141092	0.004744388255449582
8	82623280	91396822	1.0	1.0	3939	50069890	0.17850919999999998	0.00372847261587437	0.016541943154946608
8	91396822	92041801	1.0	0.95	2874	77660780	4.7987535999999995	0.0033624323642707354	0.005171484563774415
8	92041801	92536835	1.3	0.95	1977	74859269	1.3699272999999998	0.005663044220203253	0.006333224252751793
8	92536835	93099198	1.0	0.95	3743	30890631	2.1958937	0.00028193436013823717	0.0016202997074920506
8	93099198	101411825	1.0	1.0	4840	68403819	3.6270857	0.005067691652872849	0.019601695233401203
8	101411825	101432627	2.0	1.0	2802	86883638	0.5517347	0.012268963701597742	0.016558669353415652
8	101432627	107017308	1.0	1.0	5398	31495287	1.5890094	0.0055442002838376	0.013848395535783051
8	107017308	107583499	1.03	1.0	2472	20996874	3.699331	0.005977472723577122	0.007344642761801337
8	107583499	114224402	1.0	1.0	5439	67165902	1.5957586	0.0050451406442543366	0.008854646314493286
8	114224402	114402883	2.0	1.0	5162	44135866	0.439013	0.011615689974272234	0.01546224565437522
8	114402883	131448188	1.0	1.0	2833	88494908	0.6206655999999999	0.008325941657877861	0.03235343090189022
8	131448188	133979805	1.6	1.0	5313	64544876	2.7856577	0.0011985870658868933	0.0057984134008059905
8	133979805	135602482	1.0	1.0	3202	32724870	4.818201	0.005731548217337229	0.011316153710949316
8	135602482	136996597	1.0	0.050000000000000044	5361	48745126	2.5142431	0.027754526104067524	0.03465689098937794
8	136996597	146364022	1.0	1.0	1498	18475782	5.7547584	0.0035225485540537568	0.008924285842833363
9	1	7048052	1.0	1.0	5325	47715130	5.9994036	0.012195857361725817	0.012555638860645969
9	7048052	7093249	1.0	0.0	5325	42160640	2.4661179	0.0030110684396176747	0.006335357080859133
9	7093249	7535514	1.0	1.0	2258	57987575	3.0176833999999997	0.0002647725461558515	0.007272775738925986
9	7535514	7831087	1.0	0.09999999999999998	103	49388758	4.08938	0.0005179077034335104	0.004191628749123577
9	7831087	7945478	1.0	0.0	470	31773568	0.11573209999999999	0.004987509417463353	0.07029453883300572
9	7945478	11258419	1.0	0.09999999999999998	3510	98928115	5.4807578999999995	0.006535431298894659	0.013007285383795364
9	11258419	18258650	1.0	1.0	1549	98245968	3.4666059	0.006639879413391796	0.00759081524928817
9	18258650	19188774	1.0	0.97	4614	85196910	5.1262512	0.007766528836415107	0.03584253185954184
9	19188774	27867096	1.0	1.0	2206	2032971	3.8522855	0.0008834905295831881	0.013050222954241972
9	27867096	28386644	5.0	1.0	5134	77827580	1.6762219999999999	0.0003910330317163252	0.001165611715633961
9	28386644	34488617	1.0	1.0	1912	61089017	0.9927589	0.0047064880451712	0.013506223079791473
9	34488617	38344564	1.0	0.97	5852	45506680	1.2209788	0.0011647593033998359	0.0048889801798003485
9	38344564	45430730	2.0	0.97	3905	89496606	0.1633808	0.00024315480929505072	0.006732914918831997
9	45430730	47347830	1.0	0.97	3068	6718924	1.1795369	0.007304484898608449	0.014520813520873206
9	47347830	51103966	1.0	1.0	3456	70112575	5.2325776	0.007567848475688654	0.008140098609574825
9	51103966	51561837	2.0	1.0	2115	88313737	5.708673999999999	0.0014104016787573714	0.005676981578006759
9	51561837	51971587	3.0	2.0	2272	97404110	4.0970908	0.012094425008514174	0.018292248215845536
9	51971587	59377240	2.0	1.0	4654	9145395	3.8913986	0.018659753001504856	0.056556779924584355
9	59377240	65304062	1.0	1.0	3795	4473525	2.0262073	0.009564745603633698	0.01063709926579282
9	65304062	74542091	1.0	0.0	5143	16641509	3.0905563	0.0047808004019595386	0.01632407209745288
9	74542091	77303305	1.0	1.0	1784	20738594	5.826832	0.0001680211393848781	0.004605729900275036
9	77303305	77827243	1.0	0.050000000000000044	4263	99646399	0.0999656	0.001548556956554449	0.029121388816101598
9	77827243	80436734	0.050000000000000044	0.0	3245	82808633	1.9489337	0.013980197351067678	0.022437425370790395
9	80436734	81595274	1.0	0.050000000000000044	2236	84382917	0.5955275999999999	0.011514577699647446	0.014171308082812986
9	81595274	83385954	1.0	1.0	3256	58791279	1.4270485	0.0001114165961503914	0.010602158340488632
9	83385954	85169553	1.0	0.0	5869	94392892	0.2279418	0.03280849559266589	0.03477139116012606
9	85169553	86273364	1.0	1.0	4520	69689113	0.07956529999999999	0.005871171024252742	0.05397064483130642
9	86273364	88774908	1.0	0.95	2755	52852593	1.4648478	0.00367117733156974	0.03433461592577858
9	88774908	91491301	1.0	1.0	295	64508140	1.8598739999999998	0.016379789347220963	0.027349071751781927
9	91491301	92938470	1.15	1.0	1328	56596003	0.5604562	0.0002838934564143999	0.016671974360932075
9	92938470	96758769	1.0	1.0	2547	71523255	5.0044255	0.0019215249541495714	0.009533998800120997
9	96758769	97800906	2.0	1.0	1050	43709565	1.5742101	0.009138557068001625	0.017723439021870385
9	97800906	102923393	1.0	1.0	5406	8894229	3.2601492	0.0027527314416763418	0.0043960839027251215
9	102923393	106818018	1.0	0.97	1058	47146487	4.626568	0.021355664392782053	0.029312994211899354
9	106818018	109242016	1.0	1.0	1093	78708546	0.6015922	0.0051765661173066736	0.010542898106784403
9	109242016	109667028	1.0	0.050000000000000044	326	9892499	1.2451044	0.0019741258859396157	0.003288979404966561
9	109667028	129164458	1.0	1.0	797	47141048	0.442988	0.006346956644304969	0.01616974102418983
9	129164458	131170233	3.7	1.0	1454	78828306	3.2669497	0.01110454384635062	0.036015572742737895
9	131170233	131826250	1.0	1.0	2093	20149233	1.5024404999999998	0.005258849577080052	0.005523489992543104
9	131826250	133574318	1.0	0.0	3812	21141723	5.4232571	0.0025733453554976295	0.005690336641708101
9	133574318	134141260	1.0	1.0	2812	14850054	1.611456	0.0003519693278058158	0.0125087846636966
9	134141260	134209014	1.0	0.09999999999999998	1376	4097231	0.5700341999999999	0.002815157630836602	0.009858623763907616
9	134209014	134402008	1.0	1.0	2482	12083378	2.1488136	0.00014900785758238582	0.006669526521394987
9	134402008	134534186	2.8	1.0	4615	72636110	4.7657566	0.0037271140663525898	0.012987784886578167
9	134534186	137345726	1.0	1.0	631	61037098	0.1898838	0.0006020476546427882	0.0042308039259743345
9	137345726	137481105	1.05	1.0	4916	19564699	0.7638486	0.0015851143168980361	0.009766079005363488
9	137481105	141213431	1.0	1.0	615	68214345	5.6338969	0.004563093352329894	0.009411581398483908
10	1	3093313	1.0	1.0	2415	95811751	4.6332109	0.0011435793967865208	0.004066272556490608
10	3093313	9052403	1.0	0.7	3217	27873637	5.015513299999999	0.003551191604399175	0.004686605719627827
10	9052403	17541909	1.0	1.0	395	81088118	5.7722207999999995	0.0026692743860047595	0.011908960256200269
10	17541909	18634407	1.0	0.95	5614	67377275	1.2339951999999998	0.0011448030720924525	0.0033313695809599
10	18634407	19375057	1.0	1.0	263	84691143	4.9002837999999995	0.0011332326787321342	0.007489990753359595
10	19375057	19837366	2.0	1.0	5141	4580363	5.3339875	0.0023891687191001315	0.025674945038159445
10	19837366	21716185	1.0	1.0	5252	21935644	4.325563	0.0018417854174994231	0.0038435706573702205
10	21716185	22773979	1.0	0.0	904	47886668	5.9749355	0.01636371648458918	0.018829987438543538
10	22773979	24077836	0.97	0.0	1936	5703737	3.1669471	0.00415934446211946	0.015008486769210821
10	24077836	24925591	1.0	0.97	4950	42723376	5.3289710999999995	0.014729160044171956	0.022630287277458576
10	24925591	29345579	1.0	1.0	1367	97001582	0.9845982999999999	0.00140550777506224	0.015390770959592822
10	29345579	30587887	1.05	1.0	2848	57851784	4.578780699999999	0.018210666212670545	0.06595984888745583
10	30587887	30811754	1.05	0.050000000000000044	4690	25112260	2.3818112	0.002353523644533033	0.009553930352333751
10	30811754	35420530	1.0	0.050000000000000044	4955	36952025	1.8918502	0.0015638493458193844	0.018814668807051203
10	35420530	37457529	1.0	1.0	1719	94433285	5.3929196	0.003160901890845298	0.04220355340697995
10	37457529	39231224	1.0	0.0	1848	20452552	5.9575496	0.010069776380049468	0.024808116977341085
10	39231224	39243431	2.0	0.0	1555	32558394	0.8431162999999999	0.0021292600882321855	0.012458483172660828
10	39243431	40156868	1.0	0.0	3617	6898566	3.7518749	3.591220201027017e-05	0.015457831531875044
10	40156868	44059888	1.0	1.0	5831	72192274	2.4067099	0.019709297983544587	0.0613797360199644
10	44059888	45535833	1.06	1.0	2082	19479262	2.8047771	0.002325339447744029	0.008240399105509544
10	45535833	45847014	1.0	1.0	5166	36694664	5.0702462	0.0010785218437679522	0.007141865089837233
10	45847014	47727320	2.0	1.0	584	12469152	4.9691396	0.0008689799283838791	0.009097125660801382
10	47727320	58329903	1.0	1.0	3105	42517759	4.483066	0.0028419759464729955	0.01129017433312435
10	58329903	60224546	1.9	1.0	480	24581575	5.518705499999999	0.0014341087639001809	0.004840314001844663
10	60224546	65720347	1.0	1.0	2001	4188572	4.6346734	0.010815491199284669	0.023981534948453644
10	65720347	68555415	1.0	0.0	1843	44840223	0.4405426	0.00032761829689080004	0.0004092675120910956
10	68555415	73961073	1.0	0.0	1239	16966888	5.4521044	0.0022769353125594188	0.03873771179700075
10	73961073	75226999	1.03	1.0	627	12360312	3.4323479999999997	0.00224174489224876	0.006613640755587854
10	75226999	75308148	1.98	1.0	3686	79628609	2.2378298	0.01081155610370542	0.0150081283359793
10	75308148	85130691	1.03	1.0	311	87715220	0.6859421	0.009954770130844013	0.01692410078675401
10	85130691	94731090	1.0	1.0	1379	72677632	1.0875120999999999	0.010796510537355966	0.03615827461647524
10	94731090	96003298	1.05	1.0	2663	17275134	2.3148569	0.002766154179769075	0.013864336085638864
10	96003298	97411596	1.0	1.0	5246	23630367	4.18773	0.003444708575781962	0.013804307856265003
10	97411596	98504741	4.0	1.0	2457	82618800	0.038055	0.0006252831543462529	0.004158722085291067
10	98504741	99413379	1.0	1.0	4674	81779227	3.0877698	0.002485904747157935	0.006610769974171328
10	99413379	99723048	1.3	1.0	3865	17170446	4.3572175	0.007011106664383949	0.010112583070589763
10	99723048	110513690	1.0	1.0	2458	81609063	4.5547479	0.0023130256378650045	0.0034509410289539533
10	110513690	112809646	1.0	0.0	5166	49455990	2.9063163999999997	0.0006232272237533694	0.003509901533718836
10	112809646	114290125	1.0	1.0	248	70656651	5.909549999999999	0.014923028405386559	0.03532514031063713
10	114290125	114389660	1.0	0.95	5125	45261188	0.5756271	0.0020278524501482218	0.013847239246436492
10	114389660	116927435	1.0	1.0	4984	68991797	3.3036760999999997	0.0008607050837171549	0.002014070329620115
10	116927435	117273003	1.0	0.0	892	69897504	3.7710383	0.0035783647512784155	0.024309891446531888
10	117273003	118190228	1.0	1.0	2061	68291587	4.1776598	0.0053833486822486044	0.010786956930759466
10	118190228	120184706	1.0	0.7	5358	36091063	5.1680934	0.01074565032945862	0.011244557985882465
10	120184706	120600797	1.0	1.0	2759	12333309	5.4162422999999995	0.014262164394152552	0.017991280527895854
10	120600797	121140619	1.9	1.0	4642	42500144	4.8781744	0.001726225335408651	0.004357708688280272
10	121140619	127848795	1.0	1.0	3210	15903038	3.0394506999999997	0.0006872386331231544	0.005674080023644409
10	127848795	130116969	1.0	0.050000000000000044	4999	95702278	0.896991	0.00013949660469750135	0.013248616154765554
10	130116969	135534747	1.0	1.0	12	66366489	1.8518728999999998	0.004080144196942707	0.012277442129217003
11	1	21737529	2.0	1.0	2918	94002350	5.422662	0.005379384205933994	0.016125730786648237
11	21737529	22242130	2.0	1.1	4776	77361290	0.0512049	0.0005476860810641231	0.03802740321207881
11	22242130	24678239	2.0	1.0	5509	37493689	2.3730029	0.002396924968524014	0.014222893009019735
11	24678239	27422869	3.0	2.0	3155	57680649	2.0293264	0.0014671193749915706	0.009936079207434223
11	27422869	30363856	2.0	1.0	4812	41711313	1.0833798	0.001010475794192465	0.0077203630690201195
11	30363856	30436811	1.9	1.0	1907	57668846	4.8765963	0.0018029734455044532	0.014687301652367226
11	30436811	32960601	2.0	1.0	448	28991858	2.8704807	0.00514285316442098	0.013657135568150435
11	32960601	33824237	2.0	0.97	4237	83013168	5.9690636	0.0033539329566106674	0.012215432383908367
11	33824237	36551040	2.0	1.0	5765	11938686	4.4538516999999995	0.003950561399675172	0.0250084446502328
11	36551040	38439148	5.0	2.0	3765	46589437	2.6995828	0.0028507628868845287	0.0037802300031673716
11	38439148	39039570	2.0	1.0	5386	55546050	5.9830077	0.0004741310366186133	0.006220190345047688
11	39039570	43360882	2.09	1.0	3191	23052922	4.5872309	0.005167757423040682	0.007991569665221946
11	43360882	47947435	2.0	1.0	2320	92759129	4.9296793	0.008972734744176113	0.01600881547208558
11	47947435	47955467	5.0	2.0	4763	26076114	5.7750141	0.002137497612336752	0.015150767611146181
11	47955467	48690013	8.0	2.0	3036	47276575	5.1604579	0.03355825148419686	0.03565004363812217
11	48690013	49704314	5.0	2.0	358	50608644	2.1266963	0.0020194843149880432	0.005510006438068394
11	49704314	50486179	4.75	2.0	5215	88459180	1.4819258	0.00033820323681253337	0.006172108101559719
11	50486179	50535353	5.0	2.0	5166	81912823	3.9646651	0.001656191232539241	0.012101962173153308
11	50535353	55718997	2.0	1.0	2209	92861108	1.6394046999999998	0.0012976842886274099	0.004080566799563123
11	55718997	56832643	2.0	0.0	2727	65203573	2.3316646	0.0032122468579431603	0.025814836236804507
11	56832643	60513457	2.0	1.0	1200	53562086	5.739124299999999	0.00037588983740095535	0.002190137452099173
11	60513457	62196542	2.9	1.0	2208	18108702	1.0839303	0.003503385380299287	0.022408662589201236
11	62196542	64256074	2.75	1.0	5792	15498976	5.7899892	0.008803894292350024	0.04311229731071415
11	64256074	64284155	1.9	1.0	2519	44555727	1.6024638999999998	0.013407013560438205	0.021432506342590894
11	64284155	67503258	2.0	1.0	2913	29350779	4.5500625	0.0005228895449295788	0.013854889554213053
11	67503258	92007405	1.0	1.0	1894	58745203	0.40365009999999996	0.0006539975647008776	0.011886961704309964
