Chromosome	Start.bp	End.bp	mu.major	mu.minor	n_probes	length	tau	sigma.minor	sigma.major
6	23291050	27708445	0.9	0.85	2969	11710910	1.0961914	0.0002280631876167358	0.008097241911212373
6	27708445	30573845	1.0	0.9	1318	82030973	3.807155	0.0072293592820725765	0.018558504985771686
6	30573845	34108911	0.9	0.09999999999999998	327	52863238	4.3005089	0.008221047054140833	0.014728923486742962
6	34108911	36484521	1.0	0.9	445	32997457	2.5525759999999997	0.00825428247745704	0.010797680372414157
6	36484521	47300552	1.0	1.0	1450	47108012	2.5414206999999998	0.00771799281607306	0.012794286417380616
6	47300552	48448664	1.0	0.19999999999999996	5576	53072020	2.1021191999999997	0.0009810452411638429	0.02404514263606686
6	48448664	48735988	1.0	1.0	3835	40093700	0.1806103	0.0021610208723512846	0.017121198065872326
6	48735988	48751017	3.0	1.0	330	4459296	2.2168286	0.003560127710121995	0.00379910133708752
6	48751017	49414466	1.0	1.0	370	46228895	0.43295619999999996	0.0008732378397301251	0.003001903469041588
6	49414466	50444914	1.9	1.0	4851	66084826	2.680646	0.01081610215089468	0.012281413695219668
6	50444914	52524812	1.0	1.0	1228	82958772	2.0208219	0.0010486961211529943	0.004170096215021176
6	52524812	53492554	1.0	0.0	1249	40192503	5.358058199999999	0.03560866628986212	0.04267452197422315
6	53492554	54981553	1.0	1.0	4524	98524232	4.3041838	0.00034777414975316746	0.0010621400971543636
6	54981553	57080390	1.0	0.0	348	68844498	4.1394047	0.0017827358723914747	0.008151421687483314
6	57080390	57535102	1.0	1.0	5186	78723321	3.8776100999999996	0.008619041174215322	0.022171904159427016
6	57535102	58332520	1.0	0.9	1940	25051154	2.5050635999999997	0.006505403214412052	0.01799600472250034
6	58332520	61546920	3.7	0.9	1311	15582548	1.4560631	0.007498277189159464	0.011752225950971727
6	61546920	63411446	1.0	0.9	4426	11362354	0.047840799999999996	0.0027147897647430363	0.023743847877600425
6	63411446	66837322	1.0	1.0	1305	59170079	3.7446669	0.009719226416504079	0.018870650779960037
6	66837322	67563634	1.0	0.0	4807	81385010	0.4076256	0.0029957054642327226	0.004268676077425387
6	67563634	78561576	1.0	1.0	3539	43003558	0.058744	0.0004125041863800162	0.0019335462834736206
6	78561576	78950567	4.0	1.0	3158	86061832	4.9284454	0.006691355442298286	0.009931924386578478
6	78950567	85579837	1.0	1.0	250	5935865	5.538628999999999	0.0015297277259958323	0.007836531420440319
6	85579837	87099847	1.05	1.0	2139	71468352	2.666503	0.0007600630618961516	0.004921266095030289
6	87099847	87640352	3.0	1.05	3377	39750281	2.0729501	0.0025321106282912443	0.015618700349225757
6	87640352	89542913	1.05	1.0	2010	70930293	0.5776099	0.0019875981138562323	0.004105356809846467
6	89542913	91253666	1.0	1.0	1761	37502572	5.8022905	0.0006399445275875738	0.010478660126352107
6	91253666	91585825	1.0	0.09999999999999998	5497	57672633	0.5220709	0.009876979517721183	0.028165610239995708
6	91585825	91731116	1.0	1.0	974	69028116	3.6506250999999996	0.0027976881764518965	0.026329690958617733
6	91731116	94339126	1.1	1.0	146	53904753	4.5132904	0.003424694026850641	0.0034302322003574516
6	94339126	97282907	1.0	1.0	2525	69352964	0.9109141	0.0070193145285989645	0.00980181724621159
6	97282907	99991350	1.15	1.0	5816	11069356	2.9129367	0.005055838327965593	0.010183808456051437
6	99991350	101618351	1.0	1.0	5335	75852538	3.3035734999999997	0.0006754990184329264	0.004209279175254842
6	101618351	102949284	1.0	0.0	3377	39943806	1.8610472	0.002177331777298369	0.020702855683588563
6	102949284	118337936	1.0	1.0	1140	98272457	3.7495924	0.0012111539647506782	0.016898501103299376
6	118337936	118973550	1.9	1.0	2239	92527170	4.4643013	0.0058358431332221255	0.01162553988969789
6	118973550	120073338	3.9	1.0	4576	35528105	5.629956099999999	0.013831657266263096	0.015286473185534853
6	120073338	120392391	1.9	1.0	1440	8392171	4.8256038	0.0011527770243980207	0.003719657687790594
6	120392391	120921095	2.2	1.0	4522	10752179	1.3981808999999998	0.011962184742177149	0.017432290081224936
6	120921095	121159359	2.2	1.8	2010	48475200	1.0159523	0.0009139967714657318	0.011619993605572355
6	121159359	121496331	2.2	1.7000000000000002	1917	99777151	0.7262117	0.0006943507542938547	0.007508372545869825
6	121496331	121641919	1.9	1.7000000000000002	1347	1804446	0.7258336999999999	0.0037747807252785366	0.015665586181495158
6	121641919	123177576	1.9	0.9	4579	16237837	0.6024148	0.004698708180049701	0.004961380195811656
6	123177576	124928265	1.75	0.9	1116	84551846	1.8247909999999998	0.0011498106314260846	0.0137936646349116
6	124928265	125676280	0.9	0.85	3645	37280987	4.0414166	0.0034124423048873176	0.007657891019263
6	125676280	130020239	1.0	0.85	2821	22126365	1.4337118	0.006079204307775626	0.02815022451604153
6	130020239	132760023	0.85	0.0	444	54644887	2.6496325	0.006200116853393663	0.009998485205688737
6	132760023	133205079	1.0	0.0	352	26258579	3.6527512	0.0016770945705647216	0.013424755446931756
6	133205079	152540174	1.0	1.0	562	59354242	5.9479261999999995	0.003878415241293261	0.005817152608526254
6	152540174	153340262	1.2	1.0	2513	43081410	0.19989289999999998	0.0037801311986999414	0.011665205218766503
6	153340262	155661569	1.15	1.0	2915	70168606	1.8387485	0.0028419917733532108	0.008784788574822601
6	155661569	156190178	1.0	0.0	536	96187862	3.1943351	0.0010650522037281814	0.004435774456517132
6	156190178	156633459	1.15	1.0	1517	47205082	2.9304262999999997	0.008641157225530435	0.017902957032666013
6	156633459	157743357	1.2	1.0	4986	87365521	0.0025222	0.007516661128269938	0.013163952798830146
6	157743357	158466586	3.4000000000000004	1.2	5404	19842668	2.4276685	0.00290801523029169	0.017835885566257308
6	158466586	161135485	3.4000000000000004	0.0	2971	91492700	2.8640429	0.0006232101227877671	0.016495890504195584
6	161135485	162230197	3.5000000000000004	0.0	910	63837497	0.7554788	0.0008603418429821379	0.004076516604900716
6	162230197	162609466	3.4000000000000004	0.0	4025	39583624	5.4419431	0.002069925325723558	0.02818220496900027
6	162609466	163293905	3.4000000000000004	0.0	2084	96117490	2.5772348	0.000522287177491557	0.006614231403994953
6	163293905	165261142	1.0	0.0	2963	98009575	5.4820736	0.008481709819860626	0.044171381418185114
6	165261142	165364115	1.0	1.0	3951	57617778	1.7686359999999999	0.0025793758856967543	0.0034436140076312695
6	165364115	165930641	1.0	0.0	5524	72198779	5.325827599999999	0.017960369768950143	0.029998377512284142
6	165930641	171115067	1.0	1.0	5869	83047006	5.0134687	0.0033105298515898806	0.012872669342041678
7	1	1483230	1.0	0.0	2064	37520102	2.6463451	0.0037952167850814713	0.01298291379288977
7	1483230	2004462	1.2	0.0	3533	27980801	0.8608682999999999	0.0012004519190093898	0.007670810210174481
7	2004462	3977260	1.2	0.0	4210	27856380	5.8962727	0.0002991531255459247	0.028411505337754474
7	3977260	5170512	0.0	0.0	122	71886943	1.3755658	0.0009170983709460715	0.03851929298360223
7	5170512	6347338	0.0	0.0	2277	16110749	0.6618258	0.010954070447853199	0.015165706051278491
7	6347338	6678170	0.0	0.0	3679	4369604	1.4096796	0.0005721897611035548	0.020697333682413426
7	6678170	6923151	0.0	0.0	1517	39708648	3.7835862999999996	0.010284130682944394	0.028141657050175444
7	6923151	9141197	0.0	0.0	5134	89918951	1.1996681	0.001625705217782878	0.005749798180017518
7	9141197	14952985	1.0	0.0	476	5654980	2.2848318	0.025362105190699764	0.06471406964598503
7	14952985	16198595	1.0	0.0	1468	58406098	1.1195157	0.002322107057869261	0.005276752859780768
7	16198595	19059829	1.0	0.0	5665	63180231	5.4836507	0.007457095267754196	0.022168579797434928
7	19059829	23615260	1.0	0.0	5194	63154566	0.582988	0.0056751660405431805	0.006279915555302399
7	23615260	35030898	1.0	0.0	206	35138983	5.300140799999999	0.004576266168042348	0.006939633943578256
7	35030898	37180085	0.0	0.0	1306	44868582	4.2245104	0.021177699056733806	0.04299215299878342
7	37180085	38328157	0.0	0.0	1568	21431589	2.0271976	0.002827080330427935	0.016790527271770436
7	38328157	38619448	0.0	0.0	1368	24454032	1.9226135999999998	0.0003382952640655233	0.010471300805381873
7	38619448	41932327	1.0	0.0	2833	19163934	3.2000545	0.00520345542743019	0.009903895525548108
7	41932327	46998671	1.1	0.0	8	50753606	5.5473168	0.002686371152575277	0.010780432454422553
7	46998671	58806306	1.0	0.0	1280	68631084	1.0361681	0.0009058094836825437	0.011461549848590854
7	58806306	60459436	1.0	0.0	2697	27046810	0.8350871	0.0150225456274305	0.025542079412322973
7	60459436	78280495	1.0	0.0	1643	14363565	2.1661593999999997	0.0038665984626864405	0.026787490278068152
7	78280495	82331816	0.0	0.0	2743	39725527	5.2132368	0.000256536296738363	0.022769497859557168
7	82331816	85380774	1.0	0.0	100	25976243	2.8538215	0.0032830797770599996	0.009242204392813431
7	85380774	88564008	0.09999999999999998	0.0	4232	76685189	5.1432633	0.0004887176013285868	0.0036556970093015273
7	88564008	104417133	1.0	0.0	2587	32099674	4.0869330999999995	0.002801234297023782	0.03759813628168933
7	104417133	105783802	1.0	0.0	4683	92517195	5.2030223	0.004311086330491874	0.013012534704711904
7	105783802	128359922	1.0	0.0	2250	84263536	1.3081653	0.0003003467251008725	0.006125877300127578
7	128359922	128586097	1.0	0.0	4578	98614247	0.5577137	0.007328949735264842	0.011048118733627987
7	128586097	128943418	0.0	0.0	1304	70486992	0.2312495	0.00470521747888561	0.010183130223189221
7	128943418	133226416	0.0	0.0	1243	55870849	5.6230921	0.016543585864689684	0.02004067676825993
7	133226416	133313021	0.0	0.0	1799	52050224	4.103818899999999	0.009389641254673656	0.011809285362466145
7	133313021	133505193	0.0	0.0	2391	20911152	5.4662301	0.003035482664778461	0.015323269552947064
7	133505193	133921749	2.15	0.0	2522	87316516	4.794852199999999	0.0016334174477514798	0.022934280593364224
7	133921749	134726439	1.15	0.0	4854	4817500	2.9863584	0.0007209173862927727	0.011951587274110012
7	134726439	137372183	1.0	0.0	2285	1204459	1.9434741	0.0023379237573094096	0.003983961731217181
7	137372183	137415050	0.0	0.0	3385	47720542	0.9108624	0.0022219093824724034	0.010277522538546687
7	137415050	140139530	1.0	0.0	113	24677208	4.2576475	0.0008009980068229085	0.013870834102077201
7	140139530	142360500	1.2	0.0	3185	21593194	5.773776499999999	0.0008312390684391613	0.0015633427073849329
7	142360500	145125885	1.0	0.0	4160	61384169	1.9377575	7.184173073482361e-05	0.00986466205348488
7	145125885	145400638	1.8	0.0	5048	28335021	4.7162673999999996	0.0017165560993431612	0.006756374709354425
7	145400638	145460199	1.8	0.0	4555	18675849	0.6730975	0.020589605208846177	0.04043354334017818
7	145460199	146953517	1.0	0.0	3441	26682241	3.6589129999999996	0.0019857030285207523	0.006363810594099099
7	146953517	148202094	1.0	0.0	3106	51742528	2.1654169999999997	0.0007224973749113961	0.009284925272897983
7	148202094	150626321	0.0	0.0	4065	18244061	0.19124719999999998	0.0035626560383016804	0.004413782248178426
7	150626321	152528186	0.0	0.0	5135	35089693	4.0364787	0.00037106089579768304	0.00044510091910399016
7	152528186	152891807	2.0	0.0	3928	44888131	1.6921289	0.0005698803631058585	0.009032181710742338
7	152891807	155635927	1.0	0.0	3768	39264824	1.7594315999999999	0.0028929805083446163	0.00546663228119318
7	155635927	155692232	0.0	0.0	1743	87091080	4.875028599999999	0.02152328927848436	0.029546293418641546
7	155692232	159138663	1.0	0.0	1261	17567276	0.1191487	0.0007898458305067191	0.011610806537136838
8	1	17198316	1.0	1.0	3817	56409133	0.25156	0.007145778846902643	0.021827035312544176
8	17198316	17558454	1.0	0.9	4474	54097799	1.2943624999999999	0.00396961135518963	0.009334454999602518
8	17558454	31241479	1.0	1.0	2495	95045642	2.8166378	0.01575143364147988	0.021131357226699756
8	31241479	33195950	2.0	1.0	1839	48503523	2.0090787	0.005084937363226362	0.005655732319351823
8	33195950	34136483	1.0	1.0	5589	21887349	1.8758529	0.0013579659000117691	0.017511821646837865
8	34136483	34679762	3.0	1.0	4245	91287890	0.6932596999999999	0.0027635070082600234	0.006299513130769658
8	34679762	36054362	1.0	1.0	5443	42165984	0.0712162	0.002299317962658929	0.0035698432510501378
8	36054362	36609512	1.0	0.85	3705	75239449	3.7564172	0.004515361124312879	0.007002948467815484
8	36609512	43495738	1.0	1.0	1194	61725280	2.4831488999999998	0.011645574974508664	0.013577394169136685
8	43495738	45005818	1.0	0.0	853	38812264	5.9928143	0.0043980420334337154	0.007382189555269873
8	45005818	47976523	1.0	1.0	696	28726663	0.7691673	0.005272361957274226	0.006544115485193183
8	47976523	49190185	1.0	0.9	4832	69811811	2.9842561	0.008639425424264777	0.023085752848900926
8	49190185	53693376	1.0	1.0	3671	81443020	5.483282	0.00648329276065974	0.03212754722600135
8	53693376	54711923	1.0	0.19999999999999996	92	65616333	5.310184899999999	0.0012135175411598694	0.003142006359033989
8	54711923	55657686	1.0	1.0	2468	10972495	3.9440815999999996	0.005929225947661171	0.008200816339369307
8	55657686	56453673	1.0	0.0	3991	78864140	1.8711052	0.0028686863399502768	0.006124131017511318
8	56453673	56703505	1.0	1.0	5863	23386034	5.5929595	0.0038026677599231795	0.021710965906492283
8	56703505	57546400	1.0	0.0	4413	62136988	5.2966538	0.000590331282541056	0.014885771510898996
8	57546400	64806090	1.0	1.0	1617	25905912	2.8988424	0.004869006391213256	0.02219112139705997
8	64806090	68596173	3.0	1.0	2152	20529810	0.9533263999999999	0.0013061424236979582	0.014254932415519696
8	68596173	69234084	1.0	1.0	4479	78541277	0.2540087	0.007876935316424473	0.013878780634627805
8	69234084	69561083	1.8	1.0	4657	49930177	4.0649308	0.0018721217185446617	0.032400978626191644
8	69561083	71446079	2.7	1.0	3526	27165664	3.5317586999999997	0.011410774094736065	0.02295572591645139
8	71446079	73177103	1.9	1.0	5164	60562758	1.1886073	0.000747804639860126	0.010842688175972132
8	73177103	74380914	1.0	1.0	90	41587853	1.0848164999999999	0.018445820604650182	0.020380082810893967
8	74380914	75855955	1.0	0.0	3338	68369099	0.5752944999999999	0.009632677700970522	0.010370108943058193
8	75855955	77750249	1.0	1.0	4673	31070855	0.44324959999999997	0.003520579769160124	0.005824883520199066
8	77750249	82623280	2.0	1.0	1515	22200877	1.680223	0.007404607040214002	0.016822824626733707
8	82623280	91396822	1.0	1.0	4737	77435445	0.0555906	0.0016520949137988966	0.014962835377836908
8	91396822	92041801	1.0	0.9	4326	87067079	0.0843478	0.0008154638718029085	0.012380366718945986
8	92041801	92536835	1.15	0.9	279	44325170	2.9537874	0.0009039069761302133	0.007288741384451698
8	92536835	93099198	1.0	0.9	3348	66141382	4.5456376999999994	0.00657029234553847	0.010039425432342883
8	93099198	101411825	1.0	1.0	3112	14084630	2.6020855999999997	0.001061166905654116	0.00819481485078804
8	101411825	101432627	2.0	1.0	4787	57986921	3.0392245	2.6192868073938855e-05	0.008292821587332539
8	101432627	107017308	1.0	1.0	1017	87951126	5.9835471	0.00017243115799891743	0.0009249600040277957
8	107017308	107583499	1.05	1.0	1923	40170085	0.317194	0.0027594676710460952	0.003641531067580758
8	107583499	114224402	1.0	1.0	4678	98451467	1.2632041	0.007201237811582021	0.008840761396173145
8	114224402	114402883	2.0	1.0	3695	19770689	1.0418467	0.006220819198322802	0.029971517755296957
8	114402883	131448188	1.0	1.0	4041	77857587	1.1515497	0.0008387505229764212	0.022762701552712126
8	131448188	133979805	1.3	1.0	3820	38084431	2.8026363	0.0010406945293182273	0.015339409848760817
8	133979805	135602482	1.0	1.0	344	40031594	5.2290627	0.0007685658212814151	0.02022874126340847
8	135602482	136996597	1.0	0.09999999999999998	3634	62310461	1.6488445999999999	0.006102579908702591	0.01669423566771076
8	136996597	146364022	1.0	1.0	1862	79041646	3.7359915999999997	0.00922384468101263	0.01725574072275571
9	1	7048052	1.0	1.0	1438	84179571	2.3499487	0.0007682852812769898	0.0037950090793804087
9	7048052	7093249	1.0	0.0	2694	6249565	0.28002469999999996	0.0005417376835989365	0.01357786191199617
9	7093249	7535514	1.0	1.0	2572	13604242	3.9340127	0.004043496723603132	0.03263778958089759
9	7535514	7831087	1.0	0.19999999999999996	4753	75708862	3.1710632999999997	0.00891805766966792	0.03717200929647779
9	7831087	7945478	1.0	0.0	3209	66271910	0.9491708	0.004342295680322474	0.010315210218142294
9	7945478	11258419	1.0	0.19999999999999996	3479	72946359	5.6345176	0.007993398453993546	0.020255779157837574
9	11258419	18258650	1.0	1.0	3518	54732604	0.9576912999999999	0.0018533942506886013	0.015435941011493677
9	18258650	19188774	1.0	0.95	3847	94225738	3.6992928	0.0032580838017220106	0.004736212071555708
9	19188774	27867096	1.0	1.0	4066	35969247	0.3446126	0.009842048169002734	0.018422426808921383
9	27867096	28386644	5.0	1.0	1098	10012107	2.5680625999999998	0.0018564730623654457	0.010481790900468635
9	28386644	34488617	1.0	1.0	3091	78976058	5.165294299999999	0.0003173954668593256	0.00752997852176487
9	34488617	38344564	1.0	0.95	1469	83575122	2.1134060999999997	0.0036324301866933195	0.008267168199109137
9	38344564	45430730	2.0	0.95	3905	31369008	3.19428	0.0056371611359597494	0.011428265418423147
9	45430730	47347830	1.0	0.95	1677	76260479	5.608670699999999	0.00019149714666409282	0.0008286421537248021
9	47347830	51103966	1.0	1.0	5811	84111261	4.2421239	0.005068492561732051	0.013335045512792063
9	51103966	51561837	2.0	1.0	1882	39659236	5.9990051	0.009529088564317051	0.023368115256114454
9	51561837	51971587	3.0	2.0	3365	34217395	1.605602	0.01714953156039185	0.028219781049369286
9	51971587	59377240	2.0	1.0	4079	95044233	3.6275122	0.006947223467465615	0.00963836171547479
9	59377240	65304062	1.0	1.0	3086	13974354	1.371381	0.00666419655376093	0.00810912276047154
9	65304062	74542091	1.0	0.0	3376	72378174	3.1504445	0.0019913323520686665	0.012382581988962832
9	74542091	77303305	1.0	1.0	1366	89804535	2.5162268	0.0035990997976838917	0.007249419146940838
9	77303305	77827243	1.0	0.09999999999999998	819	67397627	0.6565308	0.00032498258665694815	0.0017558099711923233
9	77827243	80436734	0.09999999999999998	0.0	2892	84433967	3.1109654	0.005381079404128448	0.07030437907838842
9	80436734	81595274	1.0	0.09999999999999998	4098	2470774	5.6932304	0.016773080391118824	0.035536037672884775
9	81595274	83385954	1.0	1.0	4318	37749551	5.436876	0.0019066680216608932	0.014136983091496441
9	83385954	85169553	1.0	0.0	4777	95336474	2.7373217999999997	0.00039849579876284874	0.04280961279888897
9	85169553	86273364	1.0	1.0	4370	17447205	3.7086265	0.0013020737610819728	0.0035961303277761442
9	86273364	88774908	1.0	0.9	1995	47172044	3.2174421	0.0007638487272040791	0.0009852609647252306
9	88774908	91491301	1.0	1.0	591	92266795	5.8605341	0.0010215871503141774	0.0014146576763841697
9	91491301	92938470	1.3	1.0	658	25484406	3.1727846	0.012776944126308453	0.014238775511992628
9	92938470	96758769	1.0	1.0	5228	51128289	0.10338639999999999	0.008318954363570684	0.01243890120005971
9	96758769	97800906	2.0	1.0	1101	18837601	4.2395118	0.0006717197126913585	0.0101003004642472
9	97800906	102923393	1.0	1.0	5739	80375167	5.8072295	0.001187131598141654	0.009352016040284348
9	102923393	106818018	1.0	0.95	837	25226678	2.9444573999999997	0.01479001457051581	0.016332389207531117
9	106818018	109242016	1.0	1.0	1082	27580059	3.677199	0.003457239033808802	0.016303957188275982
9	109242016	109667028	1.0	0.09999999999999998	3080	39316366	5.8019374	0.0012105462026276296	0.009254126504727705
9	109667028	129164458	1.0	1.0	3813	7432072	0.21875609999999998	0.0010613250254665584	0.0025035115427237986
9	129164458	131170233	3.4000000000000004	1.0	4861	26798388	1.7221771	0.0031530169858985124	0.014148675552071307
9	131170233	131826250	1.0	1.0	5716	86512318	4.242876	0.019900634970082726	0.03768822564160841
9	131826250	133574318	1.0	0.0	1912	63324422	3.8738911999999996	0.0032892050811560735	0.017996252558715228
9	133574318	134141260	1.0	1.0	265	13875774	1.1330784	0.004316676432112715	0.009561319099362628
9	134141260	134209014	1.0	0.19999999999999996	1848	49053610	1.3375732	0.0001270690984356711	0.00952604352726034
9	134209014	134402008	1.0	1.0	5744	66501439	4.4508404	0.0048486998612741585	0.018106571311376576
9	134402008	134534186	2.6	1.0	4188	8713924	2.1449702	0.0017283988533185225	0.005951022723572082
9	134534186	137345726	1.0	1.0	1232	86887606	3.8231466999999997	0.0010908422005268521	0.01327536095558109
9	137345726	137481105	1.1	1.0	5768	2213624	2.2637015	0.004150745351320495	0.012168021501516338
9	137481105	141213431	1.0	1.0	640	10599933	0.4378276	0.009042698142015406	0.01010201672478975
10	1	3093313	1.0	1.0	3970	23023216	1.3290556999999998	0.0009156978118337188	0.012181767039593266
10	3093313	9052403	1.0	0.85	3880	35022490	4.4872362	0.0034877524312895316	0.006569375878195959
10	9052403	17541909	1.0	1.0	4410	97241602	2.179716	0.0067159600853046834	0.04520153397259784
10	17541909	18634407	1.0	0.9	1124	28036434	2.8401691	0.0030989284385960453	0.01282951332824213
10	18634407	19375057	1.0	1.0	3059	5762293	1.224985	0.003964314211209602	0.015362800411846757
10	19375057	19837366	2.0	1.0	4408	88079748	4.0337296	0.009684851097804892	0.045160294486020956
10	19837366	21716185	1.0	1.0	3453	20531602	4.7216661	0.014657588204664665	0.06854432029930747
10	21716185	22773979	1.0	0.0	3001	39265949	5.2875584	0.004139609964846508	0.019939190425175186
10	22773979	24077836	0.95	0.0	1439	44953730	0.07903829999999999	0.003140220910584603	0.025653418759306396
10	24077836	24925591	1.0	0.95	5613	81452535	1.2138267	0.00046909408437997055	0.000858774697815942
10	24925591	29345579	1.0	1.0	2913	46679021	0.0895281	0.00032453847860407914	0.0026931128813954424
10	29345579	30587887	1.1	1.0	4738	19323055	3.6286997	0.0015018936272385218	0.015373467127979098
10	30587887	30811754	1.1	0.09999999999999998	5199	23281589	0.5697377	0.011506523677730054	0.012466100633861357
10	30811754	35420530	1.0	0.09999999999999998	4011	15314504	1.2868401	0.003002963569165849	0.003006846082270093
10	35420530	37457529	1.0	1.0	5857	44763118	4.512972899999999	0.0013290390655992215	0.0134233642162268
10	37457529	39231224	1.0	0.0	4136	34555711	3.1398599999999997	0.0025656805757772365	0.008564620945593704
10	39231224	39243431	2.0	0.0	179	20108769	2.2147417	0.0006668532771927092	0.0007570758547354183
10	39243431	40156868	1.0	0.0	3854	34579008	5.294814	0.005991156575285762	0.006809041655440089
10	40156868	44059888	1.0	1.0	3989	66378867	3.0297973	0.0034897229503002398	0.011463282352377882
10	44059888	45535833	1.1	1.0	257	94164920	0.3315745	0.0024159395366856345	0.0039960421554450795
10	45535833	45847014	1.0	1.0	2134	60519308	2.9848865	0.0004983800787351499	0.0013777367358328134
10	45847014	47727320	2.0	1.0	111	75178592	2.0233987	0.005259997003302637	0.018694870319618542
10	47727320	58329903	1.0	1.0	2509	49677214	0.4827607	0.0004307872778997323	0.0006562433184051188
10	58329903	60224546	1.8	1.0	5293	20509312	4.4497249	0.004346391200565357	0.032029862125506334
10	60224546	65720347	1.0	1.0	391	30261088	3.8465479	0.002524888763759124	0.002600192060284802
10	65720347	68555415	1.0	0.0	5371	97368860	2.862565	0.013950344775240993	0.016962511698121678
10	68555415	73961073	1.0	0.0	4489	12514967	0.6739297	0.005323304849285781	0.00631728564284142
10	73961073	75226999	1.05	1.0	5409	1304122	4.423557499999999	0.007664754685117647	0.015113056049289942
10	75226999	75308148	1.9500000000000002	1.0	411	80253896	4.6833865999999995	0.00030298394033532284	0.0008434993333756007
10	75308148	85130691	1.05	1.0	4643	58523367	2.133832	0.0008429665189188081	0.0018657971060533694
10	85130691	94731090	1.0	1.0	4712	9449403	4.5500682	0.019182044489343922	0.024305697894013316
10	94731090	96003298	1.1	1.0	2713	90132819	5.3487579	0.010547504460381985	0.017694936089960527
10	96003298	97411596	1.0	1.0	2671	62113139	4.4299215	0.0004246001947694373	0.00758812141065218
10	97411596	98504741	4.0	1.0	4960	65114746	2.5327895	0.013545121212796251	0.02194534810152691
10	98504741	99413379	1.0	1.0	4030	21489220	1.8296576	0.0028136410497424215	0.008362731524879864
10	99413379	99723048	1.15	1.0	3548	17441037	5.432551999999999	0.008360766335639988	0.022492485868276967
10	99723048	110513690	1.0	1.0	3140	91944450	4.6810722	0.0041741997068867175	0.01792869782965979
10	110513690	112809646	1.0	0.0	3254	74506096	3.9118117	0.0032420369097727014	0.013502648629678428
10	112809646	114290125	1.0	1.0	5254	30762645	1.1215498	0.001612073686632397	0.004234259761166276
10	114290125	114389660	1.0	0.9	34	99101106	1.5004031999999998	0.021759938523146165	0.022105854767812773
10	114389660	116927435	1.0	1.0	4427	22154978	4.3727266	0.0004907230373708189	0.0028388143709949603
10	116927435	117273003	1.0	0.0	930	36557245	3.1348700999999997	0.011503500425523847	0.019903915816312377
10	117273003	118190228	1.0	1.0	5638	91121671	1.4724095	0.007303416134397923	0.010676032242548546
10	118190228	120184706	1.0	0.85	5594	80672621	3.9834579999999997	0.011065754709008955	0.011949992731170476
10	120184706	120600797	1.0	1.0	1297	9967471	0.2219589	0.0026340757823120216	0.003892953400857384
10	120600797	121140619	1.8	1.0	3368	67159658	1.9975661999999998	0.00254896353338869	0.008286370718978552
10	121140619	127848795	1.0	1.0	1593	35891489	4.9016347	0.005406601258976283	0.006880840616746721
10	127848795	130116969	1.0	0.09999999999999998	4660	54219839	4.7260865999999995	0.006461885679071175	0.008372853304339378
10	130116969	135534747	1.0	1.0	2384	79090432	2.4680899	0.001992190314885641	0.005556266415226818
11	1	21737529	2.0	1.0	700	40656996	1.7932143999999999	0.002409860434623511	0.009478651760567372
11	21737529	22242130	2.0	1.2	2935	74447973	4.7788221	0.004204403939628137	0.006382225093715739
11	22242130	24678239	2.0	1.0	4441	38489302	1.9388135999999998	0.005109447237650591	0.008996634685614697
11	24678239	27422869	3.0	2.0	3126	11403009	1.0818189999999999	0.0011289517261940823	0.014634975416925771
11	27422869	30363856	2.0	1.0	3447	78714782	0.5927916	0.005153045901807941	0.015451220961042983
11	30363856	30436811	1.8	1.0	2114	60647450	4.9075691	0.004218637623071383	0.00664168907072951
11	30436811	32960601	2.0	1.0	1473	70428278	2.5165744	0.010568444022102006	0.018917868351379635
11	32960601	33824237	2.0	0.95	3050	81034771	3.6978841	0.007160124907681787	0.06943763938592964
11	33824237	36551040	2.0	1.0	3062	2737738	4.1637701	0.006390688466929113	0.009498690712486099
11	36551040	38439148	5.0	2.0	564	67825844	2.0812322	0.003022410542881775	0.023076768076870823
11	38439148	39039570	2.0	1.0	648	62317394	0.6214438	0.014997707511843001	0.017292350239024586
11	39039570	43360882	2.15	1.0	4795	49781096	3.0334494	0.0022140124155133147	0.005006738169625184
11	43360882	47947435	2.0	1.0	3069	64984262	1.4921715	0.01479770734009558	0.01770035418283876
11	47947435	47955467	5.0	2.0	2212	10885823	0.38934549999999996	0.003914996196013051	0.008845266547410554
11	47955467	48690013	8.0	2.0	715	24932884	3.9375728999999997	0.00534335747806141	0.005525299637411802
11	48690013	49704314	5.0	2.0	2876	29000834	2.0190549	0.011332226395814158	0.026490308992215477
11	49704314	50486179	4.5	2.0	5116	69851296	2.1251767999999998	0.0009701701496909815	0.007960632233852816
11	50486179	50535353	5.0	2.0	2491	31929565	3.025598	0.0020909810908799824	0.0063902115963493464
11	50535353	55718997	2.0	1.0	4875	39896072	2.2543843999999997	0.007363839576906914	0.013901658813183957
11	55718997	56832643	2.0	0.0	1310	80167178	0.8182579	0.0016774401984905349	0.009883126366933512
11	56832643	60513457	2.0	1.0	3355	69096410	5.5030351	0.002379529452215439	0.060328148089463615
11	60513457	62196542	2.8	1.0	1767	63213728	1.3869266999999998	0.000269105039220337	0.0009048870366036536
11	62196542	64256074	2.5	1.0	48	56527641	1.9152323999999998	0.007519076260608793	0.016942799757357498
11	64256074	64284155	1.8	1.0	1189	48235005	2.8197577	0.0036366501413671684	0.030217905272819416
